GO_MF,pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GO_BP:microtubule_cytoskeleton_organization,GO:0000226,0.000179791441927364,0.00329417996352238,-0.490069654171556,-2.00676638991689,0,90,Vitvi05_01chr17g00530|Vitvi05_01chr06g05760|Vitvi05_01chr05g05530|Vitvi05_01chr02g07740|Vitvi05_01chr19g09300|Vitvi05_01chr06g13770|Vitvi05_01chr04g19850|Vitvi05_01chr05g09620|Vitvi05_01chr07g25210|Vitvi05_01chr18g24350|Vitvi05_01chr07g29020|Vitvi05_01chr18g13710|Vitvi05_01chr16g15940|Vitvi05_01chr18g17170|Vitvi05_01chr18g16320|Vitvi05_01chr04g25430|Vitvi05_01chr14g04120|Vitvi05_01chr15g19080|Vitvi05_01chr07g29910|Vitvi05_01chr18g11310|Vitvi05_01chr10g07800|Vitvi05_01chr11g04700|Vitvi05_01chr05g16600|Vitvi05_01chr13g07720|Vitvi05_01chr15g18800|Vitvi05_01chr14g24590|Vitvi05_01chr10g24550|Vitvi05_01chr07g11470|Vitvi05_01chr03g04980|Vitvi05_01chr06g17960|Vitvi05_01chr08g22070|Vitvi05_01chr05g04440|Vitvi05_01chr16g11840|Vitvi05_01chr16g21920|Vitvi05_01chr15g12590|Vitvi05_01chr08g20200|Vitvi05_01chr07g03380|Vitvi05_01chr07g05410|Vitvi05_01chr14g05420|Vitvi05_01chr17g03470|Vitvi05_01chr15g12230
GO_BP:polysaccharide_biosynthetic_process,GO:0000271,0.000176678445229682,0.00329417996352238,-0.457248811412536,-1.9304185255211,0,109,Vitvi05_01chr18g13560|Vitvi05_01chr07g17070|Vitvi05_01chr08g24240|Vitvi05_01chr17g09260|Vitvi05_01chr13g26480|Vitvi05_01chr04g04190|Vitvi05_01chr09g19180|Vitvi05_01chr08g21990|Vitvi05_01chr05g20760|Vitvi05_01chr01g13140|Vitvi05_01chr18g24350|Vitvi05_01chr07g29020|Vitvi05_01chr18g03780|Vitvi05_01chr03g04750|Vitvi05_01chr04g17230|Vitvi05_01chr07g10220|Vitvi05_01chr08g05930|Vitvi05_01chr16g00670|Vitvi05_01chr14g30180|Vitvi05_01chr18g00190|Vitvi05_01chr07g26130|Vitvi05_01chr04g06420|Vitvi05_01chr10g10800|Vitvi05_01chr01g15300|Vitvi05_01chr15g18320|Vitvi05_01chr13g00830|Vitvi05_01chr19g06990|Vitvi05_01chr18g14850|Vitvi05_01chr11g10570|Vitvi05_01chr02g19220|Vitvi05_01chr18g18430|Vitvi05_01chr13g05450|Vitvi05_01chr15g15440|Vitvi05_01chr04g23880|Vitvi05_01chr07g27610|Vitvi05_01chr13g08920|Vitvi05_01chr05g18030|Vitvi05_01chr02g07870|Vitvi05_01chr18g00340|Vitvi05_01chr05g21180
GO_BP:cell_morphogenesis,GO:0000902,0.000167813391508642,0.00329417996352238,-0.354124079634531,-1.63829479371802,0,209,Vitvi05_01chr08g22230|Vitvi05_01chr01g25010|Vitvi05_01chr02g07150|Vitvi05_01chr14g28130|Vitvi05_01chr06g05760|Vitvi05_01chr01g06250|Vitvi05_01chr02g03760|Vitvi05_01chr15g12360|Vitvi05_01chr19g13650|Vitvi05_01chr14g28850|Vitvi05_01chr18g16840|Vitvi05_01chr05g09620|Vitvi05_01chr18g03780|Vitvi05_01chr16g00670|Vitvi05_01chr14g30180|Vitvi05_01chr18g16320|Vitvi05_01chr19g07940|Vitvi05_01chr03g03920|Vitvi05_01chr18g17290|Vitvi05_01chr04g25430|Vitvi05_01chr14g27050|Vitvi05_01chr04g19980|Vitvi05_01chr04g18020|Vitvi05_01chr17g17840|Vitvi05_01chr18g07420|Vitvi05_01chr19g09630|Vitvi05_01chr05g12020|Vitvi05_01chr08g20070|Vitvi05_01chr10g04180|Vitvi05_01chr02g12360|Vitvi05_01chr13g09980|Vitvi05_01chr01g06690|Vitvi05_01chr15g19080|Vitvi05_01chr01g01970|Vitvi05_01chr04g24180|Vitvi05_01chr11g08210|Vitvi05_01chr08g15040|Vitvi05_01chr08g08250|Vitvi05_01chr16g14800|Vitvi05_01chr09g02260|Vitvi05_01chr05g18030|Vitvi05_01chr08g19740|Vitvi05_01chr01g18810|Vitvi05_01chr01g11120|Vitvi05_01chr02g11470|Vitvi05_01chr09g16840|Vitvi05_01chr04g06280|Vitvi05_01chr05g21180|Vitvi05_01chr02g01790|Vitvi05_01chr01g04290|Vitvi05_01chr06g07640|Vitvi05_01chr06g01790|Vitvi05_01chr13g04470|Vitvi05_01chr14g28970|Vitvi05_01chr18g35730|Vitvi05_01chr16g03250|Vitvi05_01chr09g00050|Vitvi05_01chr10g24550|Vitvi05_01chr03g02280|Vitvi05_01chr07g11470|Vitvi05_01chr02g18320|Vitvi05_01chr05g04440|Vitvi05_01chr12g11690|Vitvi05_01chr05g02270|Vitvi05_01chr17g06370|Vitvi05_01chr05g16070|Vitvi05_01chr01g11150|Vitvi05_01chr13g05900|Vitvi05_01chr10g21480|Vitvi05_01chr08g00360|Vitvi05_01chr18g28080|Vitvi05_01chr12g17680|Vitvi05_01chr17g14750|Vitvi05_01chr06g21300|Vitvi05_01chr14g22310|Vitvi05_01chr01g06710|Vitvi05_01chr06g04780|Vitvi05_01chr04g22270|Vitvi05_01chr07g10600|Vitvi05_01chr09g02580|Vitvi05_01chr14g12020|Vitvi05_01chr18g20460|Vitvi05_01chr18g34730
GO_BP:immune_system_process,GO:0002376,0.000159261028826246,0.00329417996352238,-0.330871577835671,-1.64880112496161,0,424,Vitvi05_01chr08g03750|Vitvi05_01chr12g14170|Vitvi05_01chr11g09020|Vitvi05_01chr04g09100|Vitvi05_01chr05g01580|Vitvi05_01chr18g00280|Vitvi05_01chr07g01490|Vitvi05_01chr17g10810|Vitvi05_01chr17g05400|Vitvi05_01chr09g15640|Vitvi05_01chr10g11490|Vitvi05_01chr10g11540|Vitvi05_01chr18g32290|Vitvi05_01chr07g03740|Vitvi05_01chr10g10170|Vitvi05_01chr10g11140|Vitvi05_01chr04g06660|Vitvi05_01chr17g10850|Vitvi05_01chr05g23690|Vitvi05_01chr18g00270|Vitvi05_01chr17g10900|Vitvi05_01chr18g01220|Vitvi05_01chr18g35640|Vitvi05_01chr03g17630|Vitvi05_01chr05g15260|Vitvi05_01chr12g19460|Vitvi05_01chr12g14500|Vitvi05_01chr11g02670|Vitvi05_01chr14g12080|Vitvi05_01chr17g10940|Vitvi05_01chr14g27190|Vitvi05_01chr11g12290|Vitvi05_01chr11g09380|Vitvi05_01chr04g09080|Vitvi05_01chr05g24210|Vitvi05_01chr07g21810|Vitvi05_01chr17g11170|Vitvi05_01chr04g02400|Vitvi05_01chr11g09370|Vitvi05_01chr07g01480|Vitvi05_01chr11g09350|Vitvi05_01chr18g35140|Vitvi05_01chr11g09290|Vitvi05_01chr10g05410|Vitvi05_01chr18g17320|Vitvi05_01chr03g01270|Vitvi05_01chr03g17610|Vitvi05_01chr16g00070|Vitvi05_01chr09g03910|Vitvi05_01chr05g26060|Vitvi05_01chr13g13070|Vitvi05_01chr05g24000|Vitvi05_01chr07g14380|Vitvi05_01chr05g23730|Vitvi05_01chr18g18430|Vitvi05_01chr07g13020|Vitvi05_01chr14g15440|Vitvi05_01chr05g24060|Vitvi05_01chr07g14760|Vitvi05_01chr07g24440|Vitvi05_01chr00g08780|Vitvi05_01chr19g16370|Vitvi05_01chr18g16120|Vitvi05_01chr07g11090|Vitvi05_01chr08g10730|Vitvi05_01chr04g24180|Vitvi05_01chr18g11310|Vitvi05_01chr12g15300|Vitvi05_01chr18g05250|Vitvi05_01chr01g20540|Vitvi05_01chr07g16940|Vitvi05_01chr05g23970|Vitvi05_01chr19g18860|Vitvi05_01chr13g13120|Vitvi05_01chr07g01370|Vitvi05_01chr13g02780|Vitvi05_01chr16g14800|Vitvi05_01chr14g22110|Vitvi05_01chr17g17700|Vitvi05_01chr05g10970|Vitvi05_01chr05g23740|Vitvi05_01chr13g00570|Vitvi05_01chr19g00920|Vitvi05_01chr09g18650|Vitvi05_01chr11g06440|Vitvi05_01chr17g10890|Vitvi05_01chr18g31300|Vitvi05_01chr10g15860|Vitvi05_01chr11g02460|Vitvi05_01chr11g00110|Vitvi05_01chr09g16540|Vitvi05_01chr04g21860|Vitvi05_01chr04g16980|Vitvi05_01chr07g16750|Vitvi05_01chr12g01480|Vitvi05_01chr05g23800|Vitvi05_01chr18g31290|Vitvi05_01chr04g17160|Vitvi05_01chr11g08430|Vitvi05_01chr04g07310|Vitvi05_01chr01g16920|Vitvi05_01chr16g18140|Vitvi05_01chr04g19960|Vitvi05_01chr18g31440|Vitvi05_01chr15g18800|Vitvi05_01chr02g01420|Vitvi05_01chr18g35710|Vitvi05_01chr07g14840|Vitvi05_01chr19g03150|Vitvi05_01chr09g13590|Vitvi05_01chr18g31220|Vitvi05_01chr15g05800|Vitvi05_01chr12g17270|Vitvi05_01chr07g00810|Vitvi05_01chr12g17050|Vitvi05_01chr07g14850|Vitvi05_01chr17g05570|Vitvi05_01chr10g02680|Vitvi05_01chr14g29340|Vitvi05_01chr09g18040|Vitvi05_01chr07g16730|Vitvi05_01chr14g00230|Vitvi05_01chr07g32360|Vitvi05_01chr13g14520|Vitvi05_01chr18g06790|Vitvi05_01chr02g14000|Vitvi05_01chr12g17620|Vitvi05_01chr18g35990|Vitvi05_01chr13g20260|Vitvi05_01chr08g08000|Vitvi05_01chr07g15110|Vitvi05_01chr10g25940|Vitvi05_01chr14g08140|Vitvi05_01chr07g01620|Vitvi05_01chr12g14480|Vitvi05_01chr19g02580|Vitvi05_01chr15g07700|Vitvi05_01chr02g15760|Vitvi05_01chr07g17050|Vitvi05_01chr12g04330|Vitvi05_01chr07g26890|Vitvi05_01chr09g05370|Vitvi05_01chr17g14250|Vitvi05_01chr01g12500|Vitvi05_01chr13g09100|Vitvi05_01chr08g20200|Vitvi05_01chr18g08820|Vitvi05_01chr07g15040|Vitvi05_01chr09g13610|Vitvi05_01chr07g13010|Vitvi05_01chr18g16090|Vitvi05_01chr10g11760|Vitvi05_01chr04g15330|Vitvi05_01chr14g19340|Vitvi05_01chr16g04460|Vitvi05_01chr18g14980|Vitvi05_01chr14g01770|Vitvi05_01chr05g15740|Vitvi05_01chr19g04680|Vitvi05_01chr06g14620|Vitvi05_01chr02g10380|Vitvi05_01chr15g00230
GO_BP:regionalization,GO:0003002,0.000170561146170902,0.00329417996352238,-0.415861688436316,-1.87645879363189,0,174,Vitvi05_01chr07g26300|Vitvi05_01chr18g02190|Vitvi05_01chr11g09020|Vitvi05_01chr18g13560|Vitvi05_01chr09g19320|Vitvi05_01chr09g19310|Vitvi05_01chr19g16840|Vitvi05_01chr09g20000|Vitvi05_01chr09g17640|Vitvi05_01chr09g19360|Vitvi05_01chr06g19930|Vitvi05_01chr16g00010|Vitvi05_01chr06g18990|Vitvi05_01chr01g16870|Vitvi05_01chr09g17430|Vitvi05_01chr08g00150|Vitvi05_01chr09g19390|Vitvi05_01chr04g13710|Vitvi05_01chr04g25430|Vitvi05_01chr07g03420|Vitvi05_01chr12g19530|Vitvi05_01chr09g19640|Vitvi05_01chr07g27760|Vitvi05_01chr09g19710|Vitvi05_01chr19g22800|Vitvi05_01chr09g19750|Vitvi05_01chr03g18320|Vitvi05_01chr09g19660|Vitvi05_01chr09g19940|Vitvi05_01chr03g18340|Vitvi05_01chr09g13340|Vitvi05_01chr11g11710|Vitvi05_01chr01g24500|Vitvi05_01chr14g15470|Vitvi05_01chr09g19410|Vitvi05_01chr15g12720|Vitvi05_01chr17g17700|Vitvi05_01chr07g27610|Vitvi05_01chr08g14800|Vitvi05_01chr13g09880|Vitvi05_01chr18g07860|Vitvi05_01chr06g08660|Vitvi05_01chr15g13710|Vitvi05_01chr01g07540|Vitvi05_01chr02g12600|Vitvi05_01chr09g17310|Vitvi05_01chr09g10950|Vitvi05_01chr06g19030|Vitvi05_01chr09g17580|Vitvi05_01chr02g01790|Vitvi05_01chr13g20290|Vitvi05_01chr09g17280|Vitvi05_01chr10g16080|Vitvi05_01chr01g17480|Vitvi05_01chr13g05580|Vitvi05_01chr17g03010|Vitvi05_01chr07g07810|Vitvi05_01chr05g21300|Vitvi05_01chr19g02580|Vitvi05_01chr18g06080|Vitvi05_01chr06g02900|Vitvi05_01chr07g23510|Vitvi05_01chr07g23460|Vitvi05_01chr18g10380|Vitvi05_01chr09g17350|Vitvi05_01chr18g28080|Vitvi05_01chr09g19530|Vitvi05_01chr09g19570|Vitvi05_01chr09g19950|Vitvi05_01chr07g16170|Vitvi05_01chr16g02840|Vitvi05_01chr01g16720|Vitvi05_01chr10g22110|Vitvi05_01chr01g23240|Vitvi05_01chr19g21540|Vitvi05_01chr01g21530
GO_MF:cytoskeletal_motor_activity,GO:0003774,0.00018152114721365,0.00329417996352238,-0.523648908230242,-2.03783242323824,0,67,Vitvi05_01chr06g05760|Vitvi05_01chr03g00310|Vitvi05_01chr18g15820|Vitvi05_01chr04g19850|Vitvi05_01chr14g04090|Vitvi05_01chr07g25210|Vitvi05_01chr18g17170|Vitvi05_01chr02g04080|Vitvi05_01chr08g22180|Vitvi05_01chr04g25430|Vitvi05_01chr19g11510|Vitvi05_01chr14g01890|Vitvi05_01chr05g03800|Vitvi05_01chr03g07320|Vitvi05_01chr07g11040|Vitvi05_01chr03g00580|Vitvi05_01chr18g11310|Vitvi05_01chr02g06260|Vitvi05_01chr18g03820|Vitvi05_01chr09g02260|Vitvi05_01chr11g04700|Vitvi05_01chr05g16600|Vitvi05_01chr18g36430|Vitvi05_01chr10g24550|Vitvi05_01chr07g24640|Vitvi05_01chr05g04440|Vitvi05_01chr08g13770|Vitvi05_01chr08g20200|Vitvi05_01chr09g05250|Vitvi05_01chr19g18130|Vitvi05_01chr19g04950|Vitvi05_01chr14g06820|Vitvi05_01chr04g02240|Vitvi05_01chr19g09790|Vitvi05_01chr08g03040
GO_MF:microtubule_motor_activity,GO:0003777,0.000182915675873422,0.00329417996352238,-0.53909864564536,-2.02555966558251,0,56,Vitvi05_01chr06g05760|Vitvi05_01chr03g00310|Vitvi05_01chr18g15820|Vitvi05_01chr04g19850|Vitvi05_01chr14g04090|Vitvi05_01chr07g25210|Vitvi05_01chr18g17170|Vitvi05_01chr02g04080|Vitvi05_01chr08g22180|Vitvi05_01chr04g25430|Vitvi05_01chr19g11510|Vitvi05_01chr14g01890|Vitvi05_01chr05g03800|Vitvi05_01chr03g07320|Vitvi05_01chr03g00580|Vitvi05_01chr18g11310|Vitvi05_01chr02g06260|Vitvi05_01chr18g03820|Vitvi05_01chr11g04700|Vitvi05_01chr05g16600|Vitvi05_01chr18g36430|Vitvi05_01chr10g24550|Vitvi05_01chr07g24640|Vitvi05_01chr05g04440|Vitvi05_01chr08g13770|Vitvi05_01chr08g20200|Vitvi05_01chr09g05250|Vitvi05_01chr19g18130|Vitvi05_01chr14g06820|Vitvi05_01chr19g09790
"GO_MF:hydrolase_activity,_hydrolyzing_O-glycosyl_compounds",GO:0004553,0.000176647235470765,0.00329417996352238,-0.537883063314907,-2.24458426457896,0,99,Vitvi05_01chr01g04250|Vitvi05_01chr08g03750|Vitvi05_01chr12g14170|Vitvi05_01chr05g01580|Vitvi05_01chr04g20640|Vitvi05_01chr01g22360|Vitvi05_01chr02g07160|Vitvi05_01chr12g21730|Vitvi05_01chr10g13540|Vitvi05_01chr08g08920|Vitvi05_01chr13g01470|Vitvi05_01chr17g03440|Vitvi05_01chr08g03140|Vitvi05_01chr16g12380|Vitvi05_01chr12g14500|Vitvi05_01chr14g28090|Vitvi05_01chr11g09380|Vitvi05_01chr14g18860|Vitvi05_01chr04g01260|Vitvi05_01chr08g23880|Vitvi05_01chr16g00670|Vitvi05_01chr07g30750|Vitvi05_01chr09g20010|Vitvi05_01chr11g09370|Vitvi05_01chr11g09350|Vitvi05_01chr11g09290|Vitvi05_01chr10g14110|Vitvi05_01chr02g10020|Vitvi05_01chr14g22100|Vitvi05_01chr09g02750|Vitvi05_01chr03g10180|Vitvi05_01chr05g14740|Vitvi05_01chr14g26480|Vitvi05_01chr05g01380|Vitvi05_01chr14g22110|Vitvi05_01chr04g18610|Vitvi05_01chr05g18030|Vitvi05_01chr18g14840|Vitvi05_01chr18g25310
GO_MF:transmembrane_receptor_protein_serine/threonine_kinase_activity,GO:0004675,0.000171850833476542,0.00329417996352238,-0.56821669291441,-2.53002307035445,0,155,Vitvi05_01chr06g13670|Vitvi05_01chr10g13100|Vitvi05_01chr09g19320|Vitvi05_01chr14g14730|Vitvi05_01chr18g00280|Vitvi05_01chr09g19310|Vitvi05_01chr07g23150|Vitvi05_01chr18g11650|Vitvi05_01chr18g32290|Vitvi05_01chr13g24700|Vitvi05_01chr09g20000|Vitvi05_01chr03g09740|Vitvi05_01chr09g17640|Vitvi05_01chr18g00270|Vitvi05_01chr09g19360|Vitvi05_01chr11g17760|Vitvi05_01chr18g01220|Vitvi05_01chr05g19940|Vitvi05_01chr09g02620|Vitvi05_01chr05g09230|Vitvi05_01chr03g02340|Vitvi05_01chr18g03290|Vitvi05_01chr14g28470|Vitvi05_01chr11g04600|Vitvi05_01chr09g00120|Vitvi05_01chr07g28100|Vitvi05_01chr09g17430|Vitvi05_01chr15g12920|Vitvi05_01chr09g19390|Vitvi05_01chr18g17320|Vitvi05_01chr12g00960|Vitvi05_01chr10g01960|Vitvi05_01chr10g10710|Vitvi05_01chr16g12450|Vitvi05_01chr09g03910|Vitvi05_01chr04g13450|Vitvi05_01chr08g00300|Vitvi05_01chr09g19640|Vitvi05_01chr09g19710|Vitvi05_01chr14g28460|Vitvi05_01chr12g08030|Vitvi05_01chr07g23190|Vitvi05_01chr09g19750|Vitvi05_01chr03g03900|Vitvi05_01chr07g24440|Vitvi05_01chr09g19660|Vitvi05_01chr08g10730|Vitvi05_01chr09g19940|Vitvi05_01chr09g13340|Vitvi05_01chr09g19410|Vitvi05_01chr01g13450|Vitvi05_01chr13g02780|Vitvi05_01chr10g06390|Vitvi05_01chr08g16260|Vitvi05_01chr02g11570|Vitvi05_01chr08g13840|Vitvi05_01chr15g13860|Vitvi05_01chr09g17010|Vitvi05_01chr09g04870|Vitvi05_01chr12g02810|Vitvi05_01chr07g06590|Vitvi05_01chr04g02320|Vitvi05_01chr09g17310|Vitvi05_01chr09g17580|Vitvi05_01chr14g28490|Vitvi05_01chr10g13110|Vitvi05_01chr04g17160|Vitvi05_01chr09g17280|Vitvi05_01chr14g28860|Vitvi05_01chr06g04090|Vitvi05_01chr07g10970
GO_MF:transmembrane_signaling_receptor_activity,GO:0004888,0.000168208578637511,0.00329417996352238,-0.525701166614118,-2.42563406164603,0,205,Vitvi05_01chr06g13670|Vitvi05_01chr10g13100|Vitvi05_01chr09g19320|Vitvi05_01chr14g14730|Vitvi05_01chr18g00280|Vitvi05_01chr09g19310|Vitvi05_01chr07g23150|Vitvi05_01chr12g10950|Vitvi05_01chr18g11650|Vitvi05_01chr18g32290|Vitvi05_01chr13g24700|Vitvi05_01chr09g20000|Vitvi05_01chr03g09740|Vitvi05_01chr06g21560|Vitvi05_01chr09g17640|Vitvi05_01chr18g00270|Vitvi05_01chr09g19360|Vitvi05_01chr11g17760|Vitvi05_01chr07g15420|Vitvi05_01chr18g01220|Vitvi05_01chr05g19940|Vitvi05_01chr09g02620|Vitvi05_01chr05g09230|Vitvi05_01chr03g02340|Vitvi05_01chr18g03290|Vitvi05_01chr14g28470|Vitvi05_01chr11g04600|Vitvi05_01chr09g00120|Vitvi05_01chr07g28100|Vitvi05_01chr09g17430|Vitvi05_01chr15g12920|Vitvi05_01chr09g19390|Vitvi05_01chr04g10230|Vitvi05_01chr18g17320|Vitvi05_01chr12g00960|Vitvi05_01chr10g01960|Vitvi05_01chr10g10710|Vitvi05_01chr16g12450|Vitvi05_01chr09g03910|Vitvi05_01chr07g03420|Vitvi05_01chr04g13450|Vitvi05_01chr08g00300|Vitvi05_01chr09g19640|Vitvi05_01chr09g19710|Vitvi05_01chr12g08430|Vitvi05_01chr14g28460|Vitvi05_01chr12g08030|Vitvi05_01chr07g23190|Vitvi05_01chr09g19750|Vitvi05_01chr03g03900|Vitvi05_01chr07g24440|Vitvi05_01chr09g19660|Vitvi05_01chr08g10730|Vitvi05_01chr09g19940|Vitvi05_01chr09g13340|Vitvi05_01chr09g19410|Vitvi05_01chr01g13450|Vitvi05_01chr13g02780|Vitvi05_01chr16g14800|Vitvi05_01chr10g06390|Vitvi05_01chr08g16260|Vitvi05_01chr02g11570|Vitvi05_01chr08g13840|Vitvi05_01chr10g13810|Vitvi05_01chr15g13860|Vitvi05_01chr09g17010|Vitvi05_01chr04g10100|Vitvi05_01chr09g04870|Vitvi05_01chr03g01960|Vitvi05_01chr12g02810|Vitvi05_01chr07g06590|Vitvi05_01chr04g02320|Vitvi05_01chr09g17310|Vitvi05_01chr09g17580|Vitvi05_01chr14g28490|Vitvi05_01chr10g13110|Vitvi05_01chr04g10300|Vitvi05_01chr16g13930|Vitvi05_01chr04g17160|Vitvi05_01chr09g17280|Vitvi05_01chr14g28860|Vitvi05_01chr06g04090|Vitvi05_01chr01g08500|Vitvi05_01chr07g10970
