GO_MF,pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GO_MF:cytoskeletal_motor_activity,GO:0003774,0.000139938427092079,0.0299563933737693,-0.616116016882554,-1.9065476951418,0,71,Vitvi05_01chr18g36390|Vitvi05_01chr08g24530|Vitvi05_01chr18g36430|Vitvi05_01chr08g13770|Vitvi05_01chr18g09390|Vitvi05_01chr16g15820|Vitvi05_01chr17g05990|Vitvi05_01chr08g12190|Vitvi05_01chr06g13880|Vitvi05_01chr19g09790|Vitvi05_01chr14g04090|Vitvi05_01chr08g04180|Vitvi05_01chr14g04100|Vitvi05_01chr05g03800|Vitvi05_01chr08g17330|Vitvi05_01chr18g07760|Vitvi05_01chr03g07320|Vitvi05_01chr08g03040|Vitvi05_01chr05g11520|Vitvi05_01chr05g16600|Vitvi05_01chr10g05360|Vitvi05_01chr11g00490|Vitvi05_01chr18g32140|Vitvi05_01chr12g18190|Vitvi05_01chr18g17170|Vitvi05_01chr19g06940|Vitvi05_01chr01g10200
GO_MF:microtubule_motor_activity,GO:0003777,0.000142918393597256,0.0299563933737693,-0.668740291192469,-2.0157211161292,0,60,Vitvi05_01chr18g36390|Vitvi05_01chr08g24530|Vitvi05_01chr18g36430|Vitvi05_01chr08g13770|Vitvi05_01chr18g09390|Vitvi05_01chr16g15820|Vitvi05_01chr17g05990|Vitvi05_01chr08g12190|Vitvi05_01chr06g13880|Vitvi05_01chr19g09790|Vitvi05_01chr14g04090|Vitvi05_01chr08g04180|Vitvi05_01chr14g04100|Vitvi05_01chr05g03800|Vitvi05_01chr08g17330|Vitvi05_01chr18g07760|Vitvi05_01chr03g07320|Vitvi05_01chr05g11520|Vitvi05_01chr05g16600|Vitvi05_01chr10g05360|Vitvi05_01chr11g00490|Vitvi05_01chr18g32140
GO_CC:spindle,GO:0005819,0.000142450142450142,0.0299563933737693,-0.60171755600515,-1.82378908388267,0,62,Vitvi05_01chr15g14270|Vitvi05_01chr12g04560|Vitvi05_01chr08g13770|Vitvi05_01chr18g09390|Vitvi05_01chr16g15820|Vitvi05_01chr06g13880|Vitvi05_01chr19g09790|Vitvi05_01chr04g00570|Vitvi05_01chr07g27480|Vitvi05_01chr08g15540|Vitvi05_01chr08g04180|Vitvi05_01chr18g10580|Vitvi05_01chr10g05360|Vitvi05_01chr04g05060|Vitvi05_01chr09g05010
GO_CC:kinesin_complex,GO:0005871,0.000142918393597256,0.0299563933737693,-0.668740291192469,-2.0157211161292,0,60,Vitvi05_01chr18g36390|Vitvi05_01chr08g24530|Vitvi05_01chr18g36430|Vitvi05_01chr08g13770|Vitvi05_01chr18g09390|Vitvi05_01chr16g15820|Vitvi05_01chr17g05990|Vitvi05_01chr08g12190|Vitvi05_01chr06g13880|Vitvi05_01chr19g09790|Vitvi05_01chr14g04090|Vitvi05_01chr08g04180|Vitvi05_01chr14g04100|Vitvi05_01chr05g03800|Vitvi05_01chr08g17330|Vitvi05_01chr18g07760|Vitvi05_01chr03g07320|Vitvi05_01chr05g11520|Vitvi05_01chr05g16600|Vitvi05_01chr10g05360|Vitvi05_01chr11g00490|Vitvi05_01chr18g32140
GO_CC:microtubule_associated_complex,GO:0005875,0.000140587656403768,0.0299563933737693,-0.678047868139957,-2.08986506983003,0,69,Vitvi05_01chr18g36390|Vitvi05_01chr15g14270|Vitvi05_01chr08g24530|Vitvi05_01chr18g36430|Vitvi05_01chr08g13770|Vitvi05_01chr04g04080|Vitvi05_01chr18g09390|Vitvi05_01chr16g15820|Vitvi05_01chr17g05990|Vitvi05_01chr08g12190|Vitvi05_01chr06g13880|Vitvi05_01chr19g09790|Vitvi05_01chr14g04090|Vitvi05_01chr04g00570|Vitvi05_01chr08g04180|Vitvi05_01chr14g04100|Vitvi05_01chr05g03800|Vitvi05_01chr08g17330|Vitvi05_01chr18g07760|Vitvi05_01chr03g07320|Vitvi05_01chr05g11520|Vitvi05_01chr05g16600|Vitvi05_01chr10g05360|Vitvi05_01chr11g00490|Vitvi05_01chr18g32140|Vitvi05_01chr09g05010
GO_BP:microtubule-based_process,GO:0007017,0.000128353228083686,0.0299563933737693,-0.496236884260079,-1.68330294300797,0,142,Vitvi05_01chr18g36390|Vitvi05_01chr15g14270|Vitvi05_01chr08g24530|Vitvi05_01chr18g36430|Vitvi05_01chr12g04560|Vitvi05_01chr08g13770|Vitvi05_01chr18g09390|Vitvi05_01chr16g15820|Vitvi05_01chr17g05990|Vitvi05_01chr08g12190|Vitvi05_01chr06g13880|Vitvi05_01chr19g09790|Vitvi05_01chr14g04090|Vitvi05_01chr04g00570|Vitvi05_01chr16g11840|Vitvi05_01chr08g04180|Vitvi05_01chr14g04100|Vitvi05_01chr05g03800|Vitvi05_01chr08g17330|Vitvi05_01chr18g07760|Vitvi05_01chr03g07320|Vitvi05_01chr05g11520|Vitvi05_01chr05g16600|Vitvi05_01chr10g05360|Vitvi05_01chr05g06810|Vitvi05_01chr11g00490|Vitvi05_01chr18g32140|Vitvi05_01chr09g05010
GO_BP:microtubule-based_movement,GO:0007018,0.000139801481895708,0.0299563933737693,-0.624523459215051,-1.93824470141911,0,73,Vitvi05_01chr18g36390|Vitvi05_01chr08g24530|Vitvi05_01chr18g36430|Vitvi05_01chr08g13770|Vitvi05_01chr18g09390|Vitvi05_01chr16g15820|Vitvi05_01chr17g05990|Vitvi05_01chr08g12190|Vitvi05_01chr06g13880|Vitvi05_01chr19g09790|Vitvi05_01chr14g04090|Vitvi05_01chr08g04180|Vitvi05_01chr14g04100|Vitvi05_01chr05g03800|Vitvi05_01chr08g17330|Vitvi05_01chr18g07760|Vitvi05_01chr03g07320|Vitvi05_01chr05g11520|Vitvi05_01chr05g16600|Vitvi05_01chr10g05360|Vitvi05_01chr11g00490|Vitvi05_01chr18g32140|Vitvi05_01chr09g05010
GO_CC:microtubule_cytoskeleton,GO:0015630,0.00012453300124533,0.0299563933737693,-0.484974109518031,-1.6918510406532,0,184,Vitvi05_01chr18g36390|Vitvi05_01chr15g14270|Vitvi05_01chr08g24530|Vitvi05_01chr18g36430|Vitvi05_01chr19g13290|Vitvi05_01chr12g04560|Vitvi05_01chr08g13770|Vitvi05_01chr04g04080|Vitvi05_01chr18g09390|Vitvi05_01chr16g15820|Vitvi05_01chr17g05990|Vitvi05_01chr08g12190|Vitvi05_01chr06g13880|Vitvi05_01chr19g09790|Vitvi05_01chr14g04090|Vitvi05_01chr04g00570|Vitvi05_01chr07g27480|Vitvi05_01chr08g15540|Vitvi05_01chr16g11840|Vitvi05_01chr08g04180|Vitvi05_01chr18g10580|Vitvi05_01chr14g04100|Vitvi05_01chr05g03800|Vitvi05_01chr08g17330|Vitvi05_01chr18g07760|Vitvi05_01chr03g07320|Vitvi05_01chr03g17930|Vitvi05_01chr03g12990|Vitvi05_01chr05g11520|Vitvi05_01chr05g16600|Vitvi05_01chr10g05360|Vitvi05_01chr04g05060|Vitvi05_01chr16g02800|Vitvi05_01chr11g00490|Vitvi05_01chr18g32140|Vitvi05_01chr09g05010
GO_MF:ubiquitin-like_protein_binding,GO:0032182,0.000157133878064111,0.0299563933737693,-0.732452372766682,-1.88171159479496,0,25,Vitvi05_01chr13g13690|Vitvi05_01chr13g13680
GO_BP:polysaccharide_localization,GO:0033037,0.000142450142450142,0.0299563933737693,-0.613957243700211,-1.86088723497632,0,62,Vitvi05_01chr09g19950|Vitvi05_01chr09g19530|Vitvi05_01chr09g19700|Vitvi05_01chr14g28470|Vitvi05_01chr09g19710|Vitvi05_01chr09g19620|Vitvi05_01chr09g19420|Vitvi05_01chr14g28460|Vitvi05_01chr09g17580|Vitvi05_01chr09g17640|Vitvi05_01chr03g07540|Vitvi05_01chr18g16120|Vitvi05_01chr09g19550|Vitvi05_01chr14g28860|Vitvi05_01chr14g28490|Vitvi05_01chr04g11930|Vitvi05_01chr09g20000|Vitvi05_01chr10g13110|Vitvi05_01chr09g13340|Vitvi05_01chr09g19360|Vitvi05_01chr17g17710|Vitvi05_01chr09g19520|Vitvi05_01chr09g19310
